"","R0_em","R0_ep","G_em","G_ep","lambda_em","lambda_ep","pRep_em","pRep_ep","La_em","La_ep","matlifexp_em","matlifexp_ep","meanelexp_em","meanelexp_ep","entropyd_em","entropyd_ep","entropyk_em","entropyk_ep","gini_em","gini_ep","longevity_em","longevity_ep","species"
"23",0.136414950154365,0.060591324800068,2.47496489730998,5.88643017372214,0.447140823738924,0.621088013601657,1,1,1,1,0.297896650923023,0.393902232256772,1.29789665092302,1.39390223225677,1.48444439838431,1.36070778365738,0.536874827655423,0.515255423324398,0,0,5,4,"AGPE"
"24",0.175250782214118,0.147194896497126,2.38537764708401,2.30419400808682,0.481866241751672,0.435384284861965,1,1,1,1,0.384795394091767,0.45458866620455,1.38479539409177,1.45458866620455,1.42912160699257,1.33861806135896,0.555450096330823,0.51631721416476,0,0,5,4,"AGPE"
"25",0.0796241246520967,0.126545135311907,2.22467070742807,2.5257788358144,0.320637552165339,0.441126633684665,1,1,1,1,0.231402898621704,0.460802155180443,1.2314028986217,1.46080215518044,1.2935128659372,1.51791648716433,0.425607230820757,0.566662274963352,0,0,4,5,"AGPE"
"26",0.156928468892883,0.150738056489317,2.39058666548173,4.81751136642824,0.46084631176641,0.675178733523163,1,1,1,1,0.414620069023888,0.999106836375576,1.41462006902389,1.99910683637558,1.51169990224263,1.88191816842626,0.60820699684801,0.783903505958107,0,0,6,9,"AGPE"
"27",0.111493875679938,0.191153195743843,2.43081152774682,5.81281769137498,0.405558140098003,0.752269540496391,1,1,1,1,0.373939712805995,0.65228999336626,1.37393971280599,1.65228999336626,1.42789692489378,1.43233002964751,0.553589578982266,0.574414076393089,0,0,5,5,"AGPE"
"28",0.101148540564241,0.14438248547982,2.2328034141218,3.72371074166105,0.358388272641392,0.594686652959507,1,1,1,1,0.287194506593155,0.776294285945652,1.28719450659316,1.77629428594565,1.33783171209677,1.67594923007287,0.476677773046144,0.651200481228292,0,0,4,7,"AGPE"
"29",0.20204283702105,0.0864226974625818,2.23551940825348,2.6055910823722,0.48899976504264,0.390740393112392,1,1,1,1,0.334241438155511,0.294610967911376,1.33424143815551,1.29461096791138,1.39350330615287,1.30039775127809,0.498081660848084,0.451211717929728,0,0,4,4,"AGPE"
"30",0.067573514977372,0.113356699667711,2.02007645414131,3.8505616435517,0.263453132198595,0.568116877404422,1,1,1,1,0.193019360657548,0.65432369302247,1.19301936065755,1.65432369302247,1.1849545398223,1.51592485227754,0.387350810727564,0.638674955577693,0,0,4,6,"AGPE"
"31",0.171870559454462,0.167432614789536,1.97009669554053,2.64375719385654,0.409068898177617,0.508648587366788,1,1,1,1,0.237848549265619,0.729045244146694,1.23784854926562,1.72904524414669,1.26470595565585,1.51442751187346,0.426147334767806,0.639130264273968,0,0,4,6,"AGPE"
"32",0.0894728204029881,0.0636144879700663,2.52991358799346,2.58463137847977,0.385154090311482,0.344423675880516,1,1,1,1,0.303883827174275,0.315582707902167,1.30388382717428,1.31558270790217,1.41311114008247,1.31121102865841,0.474865622507558,0.460908237412415,0,0,4,4,"AGPE"
"33",0.292976297983007,0.59102010318623,2.24638890975238,3.51471084705044,0.578969572553731,0.861026726949499,1,1,1,1,0.403922921579716,1.04293181471982,1.40392292157972,2.04293181471982,1.43704686111625,1.89537148076919,0.564524550463551,0.781035648350122,0,0,5,9,"AGPE"
"34",0.0923289918136421,0.0641438968720779,2.56448841397891,5.59716952749048,0.394950410222678,0.612187288451853,1,1,1,1,0.34261448947923,0.937388264622163,1.34261448947923,1.93738826462216,1.44856376449084,1.74693894577251,0.544803657011213,0.741526987079436,0,0,5,8,"AGPE"
"35",0.0694137749658301,0.0726276582957727,2.05566051347587,2.26087587547767,0.273154115856106,0.313514822356924,1,1,1,1,0.193341360031459,0.304902454691874,1.19334136003146,1.30490245469187,1.19746656390912,1.29929536731673,0.372508258271919,0.45136669082945,0,0,3,4,"AGPE"
"36",0.218001574780676,0.136769262955374,2.14551292324747,3.03731109088619,0.491658217754503,0.519438433460685,1,1,1,1,0.257968954695857,0.515670242840488,1.25796895469586,1.51567024284049,1.34095234349991,1.53949769291731,0.45806536171889,0.605208508265892,0,0,4,6,"AGPE"
"37",0.351833315017635,0.271635130595782,2.55869561985999,3.41687139229131,0.664809987626033,0.682884528096387,1,1,1,1,0.618161838895139,1.01239760178697,1.61816183889514,2.01239760178697,1.57252570956133,1.74045090432811,0.707914995642186,0.739542356767716,0,0,7,8,"AGPE"
"38",0.184990749493601,0.211518642072809,2.44946910344617,7.08707210673907,0.502126016897459,0.803166063514747,1,1,1,1,0.412910491990279,2.26968371098291,1.41291049199028,3.26968371098291,1.53195974311728,2.204115679635,0.592179493080933,0.944689174573981,0,0,6,17,"AGPE"
"39",0.104617984689827,0.0577193972238887,1.98510667551357,3.80730184596581,0.320719567779149,0.47277794423201,1,1,1,1,0.141911867813653,0.331926495005598,1.14191186781365,1.3319264950056,1.09250657891514,1.3559261982967,0.314809805825271,0.473886784883566,0,0,3,4,"AGPE"
"40",0.0755402451721997,0.0552094642519464,2.34261534388602,3.90218006277144,0.331989447655431,0.476013834566722,1,1,1,1,0.181803915270859,0.411202491817056,1.18180391527086,1.41120249181706,1.31699582182286,1.36389914521151,0.387581112203117,0.511578867939804,0,0,4,4,"AGPE"
"41",0.708582603921861,0.241370934423074,2.09175249587904,2.58166186890103,0.84815743598997,0.576613268597622,1,1,1,1,0.286157630099254,0.446266147115647,1.28615763009925,1.44626614711565,1.37206356210355,1.32812014730862,0.472578000928108,0.529142638489661,0,0,4,4,"AGPE"
"42",0.16648216608342,0.567923745143354,3.34082224742856,3.36676969960818,0.584701137665721,0.845315968711498,1,1,1,1,0.580834188211792,1.46914917141352,1.58083418821179,2.46914917141352,1.6377584346407,1.93488404416366,0.715827740397747,0.791792330617961,0,0,7,10,"AGPE"
